id,name,host_id,host_name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm
13827576,Apto tipo Flat completo para dois,81512814,Mauro,Jacarepaguá,-22.96796,-43.38916,Entire home/apt,380,30,22,2022-11-29,0.3,2,80,5
53991130,Casinha aconchegante em vila no Flamengo 🌴,273385770,Cynthia,Flamengo,-22.92797,-43.17448,Private room,386,1,4,2022-09-11,1.03,1,277,4
34447762,Quarto privativo com ar em Ipanema a 50m da praia.,257865537,Guido,Ipanema,-22.98588,-43.2015,Private room,293,3,88,2022-11-27,1.99,1,15,11
701465919369189471,Apto encantador todo equipado com 2 quartos.,59368553,Natan,Jacarepaguá,-22.96759,-43.39342,Entire home/apt,1500,10,0,,,1,242,0
10308621,Ipanema com Charme,1091866,Claudia,Ipanema,-22.98297,-43.20676,Entire home/apt,1586,3,5,2022-09-11,0.1,2,70,2
30457084,Excelente sala quarto quadra da praia Copacabana,7188810,Maria,Copacabana,-22.96626,-43.18216,Entire home/apt,596,3,7,2020-01-27,0.15,2,166,0
43569150,Apartamento Copacabana,28095018,Bruno,Copacabana,-22.98002,-43.19027,Entire home/apt,571,2,126,2022-12-28,4.03,2,0,54
23376235,STUDIO CRISTINA  VISTA LATERAL PARA PRAIA,4884558,Anselmo,Copacabana,-22.98193,-43.19055,Entire home/apt,541,5,42,2022-12-22,0.84,7,116,22
51986850,Melhor localização do Rio e condomínio com  infra!,268409086,Vanessa,Centro,-22.914045,-43.188923,Entire home/apt,587,3,9,2022-11-21,0.74,1,263,9
44233262,Perfect 1 bedroom in Leblon,10649354,Regina,Leblon,-22.98557,-43.22177,Entire home/apt,976,2,90,2022-12-22,3.73,1,283,52
548682710638129232,"Apartamento reformado, próximo praia e metrô.",3686037,Joana,Copacabana,-22.97272,-43.19329,Entire home/apt,736,2,2,2022-03-02,0.18,1,274,2
772388069631384834,Conjugado com varanda.,489849151,Rodrigo,Centro,-22.91664,-43.18823,Entire home/apt,150,1,0,,,1,70,0
2414031,SENSACIONAL 3 QTS FLAMENGO CARNAVAL,12339528,Lu,Flamengo,-22.93312,-43.1769,Entire home/apt,3990,15,0,,,1,365,0
588213418278684902,Apto em frente à praia no melhor ponto da Barra.,49357938,Patrick,Barra da Tijuca,-23.0126,-43.32096,Entire home/apt,777,2,6,2022-11-06,0.72,1,331,6
47531870,Locação de Quarto- Próximo a Praia do Flamengo. RJ,383621771,Gizeli,Flamengo,-22.92657,-43.17594,Private room,250,60,0,,,1,365,0
667363944157800256,Studio Senador Vergueiro,5866883,Aline,Flamengo,-22.94008,-43.17795,Entire home/apt,254,10,1,2022-10-18,0.41,3,320,1
3303047,Great room: 2 blocks from the beach,6506235,Marcos,Leblon,-22.98538,-43.22426,Private room,214,1,244,2022-11-22,2.35,4,120,15
48091830,"Omar do Rio: Modern 1BDR w / Garage, 240mbps Internet, 5 minutes from Ipanema, Arpoador and Copacabana beaches, 100 meters away from the Metro (SL 363/108)",6000862,Omar Do Rio,Copacabana,-22.98385,-43.19279,Entire home/apt,826,1,36,2022-12-04,1.61,125,25,18
678929632019810604,Apartamento encantador e com ótima localização!,471488378,Marcia,Flamengo,-22.93029,-43.17498,Entire home/apt,450,2,2,2022-11-15,0.55,1,190,2
41622263,Monsieur LeBlond: confortável flat com garagem!,2513825,Newton,Leblon,-22.98284,-43.2238,Entire home/apt,2176,3,88,2022-12-12,2.47,28,125,35
16345593,Mansão Temporada 6 quartos  - Barra da Tijuca,52020611,Marcela Roberti,Barra da Tijuca,-22.99867,-43.32404,Entire home/apt,4286,3,39,2022-11-28,0.91,2,279,15
771070021813700902,Apartamento aconchegante em ótima localização,83322163,Fran,Flamengo,-22.92962,-43.17621,Entire home/apt,533,1,0,,,1,220,0
40867142,3 Bedroom Beach Apartment - Leme,153721,Shushma,Leme,-22.96351,-43.16788,Entire home/apt,6771,2,23,2022-12-11,1.63,27,70,19
47399193,Design Loft with amazing views,90268480,Marcos,Flamengo,-22.93867,-43.17724,Entire home/apt,771,3,21,2022-12-15,0.92,11,28,12
782025683143585526,Condomínio novo no Flamengo perto da praia c vaga,321818201,Maria Luisa,Flamengo,-22.92946,-43.17727,Entire home/apt,1200,2,0,,,20,347,0
730370791186458590,Cantinho de Paz Rio 3,475701051,Daiana,Copacabana,-22.98122,-43.19542,Shared room,190,1,2,2022-11-23,1.54,5,328,2
51262198,"""RioStay RioCentro Flat/Pq Olímpico Jeunesse Arena",352599409,Best In Rio Stay Convention Suites,Camorim,-22.9748,-43.41571,Entire home/apt,685,3,1,2021-08-15,0.06,15,17,0
758023627113086653,Tabas | Espaçoso apê 3 quartos em Ipanema | IP0046,341887136,Tabas,Ipanema,-22.98473,-43.20664,Entire home/apt,3766,5,0,,,228,333,0
591930817198892334,Maravilha do Leme,16531669,Marco Antonio,Leme,-22.96089,-43.16872,Entire home/apt,943,3,3,2022-09-12,0.36,1,340,3
17312184,"Apartamento moderno, 3 suítes! Impecável!",16433659,Juliana,Leblon,-22.98511,-43.2252,Entire home/apt,1643,2,5,2022-12-12,0.07,1,29,1
718785296121668028,Stúdio em Copacabana prático e bem localização,298076320,Juliana,Copacabana,-22.9705619,-43.1883022,Entire home/apt,318,2,3,2022-12-28,0.97,1,148,3
31595983,Apartamento bem situado no Rio de Janeiro,236047344,Rodolpho,Glória,-22.92441,-43.17413,Entire home/apt,112,2,109,2022-12-11,2.28,1,140,40
7068486,Rock in Rio 2022: Quarto para Moça,33232736,Patricia,Jacarepaguá,-22.96827,-43.38853,Private room,500,2,1,2022-09-12,0.28,1,365,1
753479855752640619,Quarto no Leme perto da praia,486440818,Antonieta,Leme,-22.96253,-43.16884,Private room,221,2,2,2022-11-27,1.3,2,168,2
22423770,Ótimo quarto em cobertura em Ipanema!,164209306,Augusto,Ipanema,-22.98143,-43.20944,Private room,457,2,9,2021-10-30,0.15,3,5,0
50172456,Breakfast ★Apartamento Boutique Friendly,22713969,Maria,Flamengo,-22.9389,-43.17516,Entire home/apt,635,1,5,2022-04-23,0.27,37,3,3
39840964,No coração de Botafogo,149537857,Renato,Botafogo,-22.9516,-43.18254,Entire home/apt,1429,2,9,2022-11-13,0.25,1,364,5
53558762,casa em Santa Teresa,433717781,Maria Lúcia Ângelo Gomes,Santa Teresa,-22.91754,-43.1819,Entire home/apt,197,3,6,2022-12-28,0.5,1,332,6
30314139,Pensionato Suíte Feminino 103: Segurança- WIFI,158933362,Cássia Ou Arlindo,Botafogo,-22.95158,-43.17998,Private room,69,1,58,2022-12-11,1.19,11,304,38
782006296175064444,Pensionato Feminino 308 individual segurança WIFI,158933362,Cássia Ou Arlindo,Botafogo,-22.9513427,-43.1811673,Private room,60,1,0,,,11,309,0
3317494,Praia do Flamengo_Apart_8 people,3919182,Fabiano,Flamengo,-22.92987,-43.17543,Entire home/apt,1071,3,65,2022-12-12,0.68,1,327,22
14180398,Bora Bora Barra Apartment,85898693,Jaqueline,Barra da Tijuca,-22.97387,-43.38923,Entire home/apt,511,2,50,2020-02-29,0.67,1,336,0
636979077485609692,Apartamento Aconchegante na Praia do Flamengo =),34475270,Bruna,Glória,-22.92454,-43.17397,Entire home/apt,200,15,4,2022-11-20,0.74,2,147,4
28465705,Ipanema luxury 3 bdr beach block,14314998,Rio Unique,Ipanema,-22.9842,-43.21288,Entire home/apt,2800,6,15,2022-09-11,0.29,27,327,3
22286235,Leblon 399,2993489,Daniel Maurício,Leblon,-22.98345,-43.22345,Entire home/apt,500,5,14,2022-12-13,0.28,5,45,8
687567752524621110,"Apto 2 quartos, Rock in Rio, condomínio fechado.",371025880,Marcio,Barra da Tijuca,-22.97318,-43.3907,Entire home/apt,1400,4,1,2022-09-11,0.27,3,332,1
8499916,MAR ABERTO - PENAMRIO,27149197,Maria Luisa,Copacabana,-22.98211,-43.18945,Entire home/apt,1196,4,89,2022-12-25,1.03,9,11,41
2516064,2- FLAT WITH SUGAR LOAF MONTAIN VIEW 203 / 303,10796926,Sugar Loft Apartments,Santa Teresa,-22.91708,-43.1818,Entire home/apt,495,1,131,2022-12-10,1.91,9,346,45
10205937,"Belo apto em Copa, linda vista 100% frente ao mar",16137312,Zizo,Copacabana,-22.97875,-43.18994,Private room,1200,5,0,,,1,363,0
52350308,A home that is a UNIQUE art studio!,1544051,Johnny,Santa Teresa,-22.916405,-43.182663,Private room,317,5,1,2022-01-04,0.08,1,346,1
4024384,AMAZING LOFT WITH TERRACE S202,10796926,Sugar Loft Apartments,Santa Teresa,-22.91854,-43.18131,Entire home/apt,643,1,130,2022-12-01,1.72,9,340,21
10626211,Top Leblon Residence - Perfect location,15909977,Thiago,Leblon,-22.98418,-43.222343,Hotel room,1573,3,140,2022-12-14,1.7,1,277,33
29431972,Linda suite no Rio Stay Residence --B,167472593,Rio Stay Residence,Camorim,-22.9746,-43.41545,Entire home/apt,470,4,4,2019-11-22,0.09,27,20,0
2707848,Beautiful flat in Rio's heart,13831079,Gayatri,Catete,-22.92498,-43.17779,Entire home/apt,155,4,85,2022-12-20,0.8,2,122,16
52550583,Coração de Ipanema,13561383,Natasha,Ipanema,-22.98561,-43.19436,Entire home/apt,1117,2,39,2022-12-20,2.85,1,118,38
51539835,Heart of Rio 10 minutes from Airport Santos Dumont,300720968,Super Anfitrião,Catete,-22.92301,-43.17787,Entire home/apt,215,1,82,2022-11-25,4.9,14,42,53
36506244,Aconchegante apt na Lapa,142781510,Marta,Centro,-22.9146,-43.18538,Entire home/apt,316,2,125,2022-12-11,3.03,3,82,48
50104376,Apartamento inteiro proximo do metrô Botafogo,19855386,Valter,Botafogo,-22.95711,-43.18479,Entire home/apt,564,3,9,2022-12-01,0.47,1,331,7
13232642,Apê do Raul perto Copacabana Palace,43631643,Heloisa,Copacabana,-22.96735,-43.17928,Entire home/apt,2500,3,0,,,3,365,0
683439882157044006,QUARTO NO CORAÇÃO DO LEBLON,406013064,Marlen,Leblon,-22.98414,-43.22336,Private room,570,1,1,2022-10-17,0.41,5,355,1
30998946,Flamengo 2- próx. Cristo Redentor e Pão de Açucar,86403229,Gina,Flamengo,-22.93212,-43.17538,Private room,120,2,10,2022-09-11,0.21,3,118,3
51426719,Own Ipanema Visconti - DELUXE SUITE COM VARANDA,415277765,Carlos,Ipanema,-22.98414,-43.20795,Private room,1502,1,1,2021-08-13,0.06,1,212,0
723981262483474339,Leblon apartment beautiful decoration,61714845,Paulo,Leblon,-22.9845922,-43.2224681,Entire home/apt,1524,2,1,2022-11-21,0.77,6,294,1
605880323492627062,Pequeno Kitnet em  Laranjeiras - Próximo ao metrô.,454471974,Elcio,Laranjeiras,-22.93417,-43.182327,Entire home/apt,329,3,4,2022-11-19,1.03,1,351,4
779759322541289396,Maravilhoso Quarto Av Atlântica,71645815,Adilson,Copacabana,-22.97272,-43.18625,Private room,314,3,0,,,25,73,0
46729802,Two Leblon suites two blocks from the beach,5244204,Milla,Leblon,-22.98479,-43.22188,Entire home/apt,1408,2,38,2022-11-16,1.62,9,346,24
2469301,Copa Apto/casaNOVOcondomínioFechado,12552779,Cristina,Copacabana,-22.97347,-43.19422,Entire home/apt,980,4,3,2014-07-13,0.03,2,14,0
571546796050403948,Estúdio Copa - Beira mar para 4 pessoas Posto 6,415432275,Sunset Rio,Copacabana,-22.982458,-43.190266,Entire home/apt,714,2,38,2022-12-19,3.9,11,24,38
42204067,Apto confortável perto do metro- Praia de Botafogo,77526703,Guilherme,Botafogo,-22.94901,-43.18288,Entire home/apt,629,3,32,2022-11-28,0.94,1,55,16
45078465,Areia da Praia,228348887,Hélio,Copacabana,-22.96717,-43.17822,Entire home/apt,339,2,10,2022-12-12,0.36,6,10,4
9727648,Charmoso apt Leme/Copacabana quadra praia,10789248,Vera Lucia Roel,Leme,-22.962128037195377,-43.16937093483813,Entire home/apt,1100,3,0,,,2,234,0
34565667,Apart-Hotel Mediterrâneo Flat - Suíte Dupla Casal,29475411,Bruno & Ricardo,Barra da Tijuca,-23.00293,-43.34253,Entire home/apt,564,1,31,2022-11-11,0.76,30,359,11
3512791,Your House in Rio de Janeiro,5584753,Kewpie,Flamengo,-22.93498,-43.17501,Entire home/apt,158,3,49,2022-11-07,0.48,1,296,10
5703125,Charming Ipanema,5760258,Marta,Ipanema,-22.9814,-43.2053,Entire home/apt,1000,5,1,2016-01-07,0.01,1,337,0
699568452572915696,Loft em Botafogo a 15 min. do Réveillon de Copa,20362236,Júlio Cesar,Botafogo,-22.95810790282845,-43.18186151957397,Private room,609,3,3,2022-11-15,0.77,4,356,3
21796660,Apartamento Maravilhoso em frente a praia,158841013,Geannine,Barra da Tijuca,-23.00992,-43.32927,Entire home/apt,1286,2,109,2022-11-07,1.8,1,71,30
15947667,Acomadações Corbetta,103526227,Raquel,Leme,-22.96183,-43.16893,Private room,471,1,47,2022-09-12,0.64,1,355,8
20801822,"Apartamento Aconchegante, no Flamengo, perto metrô",146965371,Cristina,Flamengo,-22.93698,-43.17816,Entire home/apt,950,5,9,2022-09-11,0.14,1,75,4
13001821,Rio de Janeiro - Leblon - Great Location,71678003,Aline,Leblon,-22.98212,-43.21552,Entire home/apt,1271,3,94,2022-12-11,1.21,1,35,27
601501730115809269,Aconchego para famílias com bebê na Zona Sul do RJ,79816160,Luciana,Botafogo,-22.95631,-43.18503,Entire home/apt,761,3,11,2022-11-14,1.91,1,145,11
42139598,Aconchego na praia,229434751,Gabriella,Recreio dos Bandeirantes,-23.02288,-43.48425,Entire home/apt,594,3,5,2022-09-11,0.18,10,114,1
37869525,Spectacular Rio Vista in Historic Santa Teresa,44782825,Laurent,Santa Teresa,-22.91916,-43.18032,Entire home/apt,281,2,30,2022-12-22,0.75,1,319,21
40688242,Excelente apto 2 qts Ipanema - Vista para a Lagoa,348293564,Juliana,Ipanema,-22.97995,-43.20061,Entire home/apt,1205,2,7,2022-10-30,0.29,16,113,6
52691189,Apartamento confortável na Barra da Tijuca,55170432,Jose,Barra da Tijuca,-23.00362,-43.32682,Entire home/apt,260,10,8,2022-11-13,0.67,2,272,8
41147364,Quarto na QUADRA  e VISTA lateral PRAIA COPACABANA,314682983,Sandra Izabel,Copacabana,-22.97349,-43.18673,Private room,329,2,8,2022-11-15,0.59,3,85,7
38930901,Copacabana/ Leme Apartment close to the beach,5052093,Pyari,Leme,-22.96279,-43.16893,Entire home/apt,1140,1,1,2020-12-09,0.04,4,341,0
21458294,Aconchegante estúdio em Ipanema,57125793,Soraya,Ipanema,-22.98224,-43.21302,Entire home/apt,407,3,167,2022-12-20,2.68,1,86,34
692895791113941824,Flat/Apart Hotel - Rio Centro Jeunesse ROCK IN RIO,472255534,Marçal,Jacarepaguá,-22.97434,-43.41412,Entire home/apt,418,2,1,2022-08-28,0.24,1,111,1
783939678449020049,Espaçoso apê ao lado da praia!,401196628,Jodir,Leblon,-22.9825,-43.21616,Entire home/apt,1000,2,0,,,1,41,0
47111835,Apartamento no melhor quarteirão do Rio de Janeiro,21518200,Paulo,Ipanema,-22.98237,-43.21395,Entire home/apt,630,3,7,2022-11-15,0.29,2,160,4
11237985,Suite próximo ao Arpoador!,58596666,Lucia,Ipanema,-22.986528396606445,-43.193603515625,Private room,290,3,2,2022-09-11,0.03,3,359,1
744415814270119989,Maison Paradis,229471927,Roberto Luís,Recreio dos Bandeirantes,-23.02457,-43.49058,Entire home/apt,390,3,0,,,1,321,0
688620403203223289,"Apto próximo ao Parque Olímpico, RioCentro, praias",35554960,Hely,Jacarepaguá,-22.972960643679315,-43.410967849195,Entire home/apt,200,1,11,2022-12-09,2.82,1,337,11
726855798203818806,"Apt no Leblon, Condominio com segurança (posto 11)",240225738,Mariana,Leblon,-22.983487933768547,-43.21600176393986,Entire home/apt,1200,3,0,,,1,340,0
2940697,GLÓRIA Industrial Home - metrô 2min,15013867,Fernanda,Glória,-22.92058,-43.17742,Entire home/apt,419,2,46,2022-12-08,1.88,2,350,28
11531812,LeblonFrenteMar LuxoTop Para6 Pessoas,60029959,Francisco E Angela,Leblon,-22.9849,-43.223499,Entire home/apt,1028,3,170,2022-12-23,2.18,2,289,27
633199939190083307,Lindo Flat vista Mar - Barra da Tijuca,46664224,Rafael,Barra da Tijuca,-23.00563,-43.34027,Entire home/apt,460,2,11,2022-12-12,1.66,41,50,11
7891965,Family private room 8 people w/bathroom Copacabana,4168266,CabanaCopa,Copacabana,-22.963112,-43.180748,Private room,2534,1,2,2018-05-24,0.02,8,29,0
40978761,Flat Riostay Riocentro,317777063,Gilberto,Camorim,-22.97572,-43.41562,Entire home/apt,250,1,6,2020-09-12,0.16,2,31,0
52707869,Apartamento de luxo de  230 m2 em  Copacabana,426678896,Igor,Copacabana,-22.97534,-43.19583,Entire home/apt,1567,2,30,2022-12-11,2.35,1,246,29
54021901,Apart-Hotel Mediterrâneo Flat para até 3 pessoas,29475411,Bruno & Ricardo,Barra da Tijuca,-23.00378,-43.34009,Entire home/apt,779,1,1,2022-10-13,0.38,30,365,1
17636141,"02 QUARTO/30m PRAIA/ 12°Andar/VISTA CRISTO ""LINDO""",101963765,Junior E Célia,Copacabana,-22.97471,-43.1865,Private room,5000,1,29,2019-12-03,0.42,2,96,0
770769157769530415,Suíte luxuosa na Barra da Tijuca,489525326,Guilherme,Barra da Tijuca,-23.0045865,-43.3411208,Private room,536,4,1,2022-12-12,1.0,2,352,1
53913357,Style in front of Copacabana Beach,374880383,Bossa Stay,Copacabana,-22.982458,-43.190266,Entire home/apt,1080,2,42,2022-12-12,3.53,4,23,42
2187573,Great studio Copacabana next to beach and subway,3881252,Rafael,Copacabana,-22.96036,-43.17554,Entire home/apt,1000,1,122,2022-11-29,1.12,1,345,7
623885480989814092,Joatinga Rio Praia e Piscina,217437425,Andreia,Joá,-23.01146,-43.28949,Entire home/apt,2107,2,0,,,1,149,0
52396919,Cobertura Ipanema Quadra Praia Piscina e Churrasco,84680133,Maria Cristina,Ipanema,-22.98369,-43.21431,Entire home/apt,2443,2,49,2022-12-09,3.31,1,61,41
43347950,Apt Inteiro 2 Qtos Camas Selecionáveis Ótimo Local,183850338,Carlos Alberto Ferreira T.,Recreio dos Bandeirantes,-23.02069087212177,-43.485173361852496,Entire home/apt,450,7,0,,,1,119,0
2221329,spacious 2bed apartment,11332664,Ana,Flamengo,-22.93581,-43.17545,Entire home/apt,1557,5,1,2015-02-19,0.01,2,360,0
42831215,Rio Stay Flat - / Rio Centro,277358509,Flat Residence,Camorim,-22.97636,-43.41391,Entire home/apt,911,1,11,2022-04-10,0.41,20,229,1
13043979,"Stúdio, vista espetacular no Rio de Janeiro!",72159971,Vera,Flamengo,-22.92622,-43.17282,Entire home/apt,243,5,114,2022-12-15,1.46,1,245,19
42044130,Loft em Copacabana confortável e funcional.,328952773,Gustavo,Copacabana,-22.96565,-43.17762,Entire home/apt,350,2,72,2022-11-27,2.07,1,126,28
10514892,"Estilo, conforto e praticidade a 70m do metrô",10248393,Roberta,Catete,-22.92457,-43.17696,Entire home/apt,329,3,18,2022-12-17,0.39,2,229,7
54047759,Suíte de Hóspede tipo Hotel - Rio Stay Residence,352599409,Best In Rio Stay Convention Suites,Camorim,-22.97615,-43.41353,Entire home/apt,980,2,0,,,15,15,0
14029107,Xtmas.2016 and New Year.2017 / Carnival.2017,2703588,Cláudio,Botafogo,-22.95114,-43.18365,Entire home/apt,1742,1,0,,,2,365,0
571758475486745934,Studio em área nobre do Flamengo,11212974,Rachel,Flamengo,-22.93538,-43.17676,Entire home/apt,446,2,12,2022-12-08,1.32,3,44,12
13411324,Um aconchegante quarto em Ipanema,18321166,Teresa,Ipanema,-22.98774,-43.19271,Private room,150,5,48,2022-09-15,0.66,1,118,3
24103251,"Conforto, requinte e silêncio na Barra",35341419,Jakeline,Barra da Tijuca,-22.99607,-43.40586,Entire home/apt,764,3,16,2022-11-14,0.29,2,365,4
10467383,Quarto para casal não fumante,29197201,Jose,Praça da Bandeira,-22.91511,-43.21199,Private room,158,2,1,2016-01-25,0.01,1,177,0
42364708,Estúdio 12 (Novo) Lapa/ Santa Teresa,61984959,Fabio,Santa Teresa,-22.9158,-43.18616,Entire home/apt,419,1,7,2022-09-12,0.2,3,321,4
710035598994721619,"Quarto, suíte, com cama de casal, ar condicionado.",84995056,Leandro,Barra da Tijuca,-22.9986855,-43.4161334,Private room,800,1,0,,,1,211,0
13824950,"RIO2016,Perfect Apartament in a very good location",81476667,Christopher,Barra da Tijuca,-23.00623,-43.37562,Entire home/apt,1300,10,0,,,1,87,0
29828971,Apartamento completo à 50m da praia,194165729,Joana,Barra da Tijuca,-23.01445,-43.30234,Entire home/apt,850,4,14,2022-09-15,0.29,1,5,2
4526486,Excellent Studio,23465666,Luis,Botafogo,-22.95356,-43.18284,Entire home/apt,261,2,82,2022-12-19,0.84,3,136,26
2173536,"Apto p/ 2, 3 ou 4 Pessoas ... Feriados ...",3292265,Thiago,Botafogo,-22.94715,-43.18403,Entire home/apt,299,1,1,2022-09-13,0.28,1,357,1
29442026,Apart Flat Rio Stay Com Suíte,167472593,Rio Stay Residence,Jacarepaguá,-22.97473,-43.4134,Entire home/apt,986,4,2,2021-01-04,0.04,27,210,0
42413356,Cobertura Duplex Recreio dos Bandeirantes,337587316,Alex,Recreio dos Bandeirantes,-23.02234,-43.485,Entire home/apt,650,1,55,2022-12-09,1.65,1,49,9
43467879,Ótimo conjugado na orla da Praia !!,23176539,Karine,Botafogo,-22.94711,-43.18348,Entire home/apt,433,2,12,2022-11-20,0.87,1,253,11
13429469,Temporada de alto luxo para Olimpíadas,76549744,Zeal,Barra da Tijuca,-23.00345,-43.3978,Entire home/apt,11000,21,0,,,1,83,0
2452761,wonderful apartment on Lapa,12080407,Natascha,Centro,-22.91456,-43.1864,Entire home/apt,500,2,147,2022-12-04,1.42,2,245,26
10119796,Quarto próximo ao Maracanã,51932929,Fabíola,Vila Isabel,-22.91066,-43.24062,Private room,162,1,0,,,1,365,0
53849244,"Ipanema 307 (6 min from beach, wi-fi and parking)",121521110,Carlos & Melissa,Ipanema,-22.98335,-43.2119,Entire home/apt,947,2,23,2022-09-22,1.9,1,287,23
32512711,O melhor flat da Barra!,63081880,Rejane,Barra da Tijuca,-23.00554,-43.34042,Entire home/apt,657,1,108,2022-12-19,2.32,4,62,57
38291666,Apartamento top  no Riocentro,291079207,Renata,Camorim,-22.98068,-43.4141,Entire home/apt,500,3,12,2022-11-14,0.3,1,259,3
41975909,apê prático e confortável,323776718,Bruno,Santa Teresa,-22.9186,-43.17943,Entire home/apt,250,1,5,2022-04-24,0.14,1,1,1
10436065,Charming Triplex _ Christmas 2019 and NewYear 2020,53738563,Thereza,Jardim Botânico,-22.96496,-43.22576,Entire home/apt,2000,7,1,2021-01-02,0.04,1,84,0
51374701,"Vista mar, Copacabana, posto 5, próximo a Ipanema!",76122567,Eduardo,Copacabana,-22.979949951171875,-43.19015502929688,Entire home/apt,519,4,1,2022-01-07,0.08,1,352,1
790771506168563250,Aproveite Reveillon no Rio,291362363,Grupo Teruszkin,Camorim,-22.9808971,-43.4224405,Entire home/apt,399,3,0,,,2,4,0
43485697,Casa de Praia com Acesso ao Mar e Praia pelo cond.,256994408,Bruno,Barra de Guaratiba,-23.01265,-43.54066,Entire home/apt,293,2,0,,,1,365,0
37566682,Quarto confortável em apto familiar,263706601,Miriam,Copacabana,-22.97265,-43.18576,Private room,2500,2,1,2019-12-07,0.03,1,89,0
28279625,Santo Loft - Você não vai acreditar,657280,Fernando,Santa Teresa,-22.91745,-43.18128,Entire home/apt,2214,2,105,2022-12-14,2.07,2,310,30
10449716,Rio Flat 10min from Downtown,14932011,Newton,Flamengo,-22.93405532836914,-43.17665863037109,Private room,1000,3,1,2022-09-12,0.28,3,61,1
573333583923297403,Ótimo kitnet a 50m da praia de Copacabana🏖☀️🍺,445180077,Cicera Adriana,Copacabana,-22.98494,-43.18999,Entire home/apt,829,3,27,2022-12-23,3.07,4,63,27
45595749,Ipanema apartamento 608,152217261,Taina,Ipanema,-22.983,-43.21098,Entire home/apt,997,1,7,2022-12-04,0.26,12,351,3
53335507,Rio Stay Standard,424673054,Lucileia,Camorim,-22.97505,-43.4159,Entire home/apt,351,1,87,2022-12-18,6.92,2,83,85
13698823,Apartamento c/vista lateral praia de Copacabana,2350092,Geraldo,Copacabana,-22.98147,-43.18943,Entire home/apt,600,5,68,2022-12-15,0.88,3,334,9
53231351,Cobertura Recanto da Praia,363369341,Gi.Mondini,Recreio dos Bandeirantes,-23.02639,-43.48352,Entire home/apt,811,3,9,2022-09-05,1.02,3,253,9
575987579861750562,Ipanema a 2 quadras da praia! Amei ❤,321818201,Maria Luisa,Ipanema,-22.984254837036133,-43.20410537719727,Entire home/apt,1393,3,3,2022-07-23,0.32,20,281,3
21710640,Prudente de Ipanema - RP06,27994357,Henrique,Ipanema,-22.98676,-43.20216,Entire home/apt,2014,6,12,2022-11-28,0.25,39,47,9
560015075337535312,Apartamento encantador com vista maravilhosa,444609563,Verilene,Jacarepaguá,-22.97158,-43.38237,Entire home/apt,838,2,5,2022-12-09,1.23,1,62,5
14104249,Go walking To the Olympics,84917838,Débora,Jacarepaguá,-22.96876,-43.39246,Private room,600,15,0,,,4,364,0
54142202,Tabas | Lindo ap próx. a Praia de Ipanema | IP0017,341887136,Tabas,Ipanema,-22.98423,-43.21099,Entire home/apt,2682,5,12,2022-12-16,1.19,228,254,12
12882306,House with sweeping views of Rio de Janeiro,70490564,Jessica,Lagoa,-22.9641,-43.19887,Entire home/apt,3000,10,0,,,1,173,0
37462889,"Jeunesse Arena, Parque Olimpico, Riocentro, Praias",282624462,Ivone,Jacarepaguá,-22.9729,-43.41351,Entire home/apt,230,3,11,2022-09-12,0.28,2,168,7
602807927999837625,Apto completo em frente ao Jeunesse Arena,167564691,Mariana,Jacarepaguá,-22.9711,-43.39444,Entire home/apt,359,1,14,2022-12-11,3.62,1,352,14
38353898,Apartamento lindo e aconchegante!,291876211,Lidia,Flamengo,-22.92611,-43.1762,Entire home/apt,417,2,85,2022-11-23,2.16,1,299,29
10424110,"Praia Ipanema Posto 9, Elevador, Portaria, 6 camas",53684322,Gisela,Ipanema,-22.984281539916992,-43.20277404785156,Entire home/apt,1136,3,46,2022-12-13,0.59,1,123,18
787552823981883778,Lindo Loft em Santa Teresa!,15742817,Mariana,Santa Teresa,-22.9207263,-43.1897928,Entire home/apt,329,3,0,,,1,325,0
47785882,Barra - Parque Olímpico com WI FI,158029244,Julio Cesar,Jacarepaguá,-22.96979,-43.39124,Entire home/apt,350,3,12,2022-12-27,1.0,1,25,12
41763256,Uma das melhores vista,326164695,Carmem,Barra da Tijuca,-23.00884,-43.3543,Entire home/apt,2639,5,0,,,1,363,0
592587222124246622,Apartamento completo com vaga garagem,451634106,Andreia,Jacarepaguá,-22.970362,-43.394119,Entire home/apt,534,2,12,2022-11-14,1.41,2,46,12
569555444008567274,"Omar do Rio: 2Qtos Economy, Smart TV, Internet 300mbps w/ workstation 250m from Ipanema beach and 300m from Jardim de Alah Metro (VP 584/601)",6000862,Omar Do Rio,Ipanema,-22.98325,-43.21128,Entire home/apt,1322,1,28,2022-12-22,2.93,125,201,28
53381984,kitnet na Praia de Botafogo,10986445,Carlos,Botafogo,-22.946481,-43.1827569,Entire home/apt,607,1,0,,,1,362,0
13246389,Apartamento para os Jogos Olímpicos Rio 2016,74461687,Zé,Barra da Tijuca,-23.00388,-43.34862,Entire home/apt,2111,30,0,,,1,83,0
44096549,Suíte Queen | Botafogo - by Injoy (Short&LongStay),40151333,Rita,Botafogo,-22.94995,-43.18727,Private room,777,1,74,2022-11-21,2.56,8,174,32
