id,name,host_id,host_name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm
10463735,Sobrado aconchegante e espaçoso,53918534,Quiá,Laranjeiras,-22.93555,-43.19107,Entire home/apt,581,1,2,2018-02-14,0.03,6,181,0
53887789,Quadra da praia,333527901,Lucas,Copacabana,-22.97032,-43.18081,Entire home/apt,898,5,0,,,2,365,0
783493769216852616,"Leme, Brasil",491704706,Felipe,Leme,-22.96421,-43.1716,Entire home/apt,720,1,0,,,2,362,0
703973293620197060,Suíte com entrada independente em casarão 1,20362236,Júlio Cesar,Botafogo,-22.95792000774184,-43.18222590793458,Private room,599,4,1,2022-09-06,0.26,4,363,1
782895997622988215,Apartamento próximo ao metrô,302417043,Laís,Laranjeiras,-22.93196,-43.18018,Entire home/apt,240,3,0,,,1,160,0
23768085,Vamos a praia,86611015,Mauro,Barra da Tijuca,-23.01104,-43.32034,Entire home/apt,494,3,92,2022-11-18,1.59,1,228,24
21568335,"Copacabana, perto de tudo",55254246,Ronaldo,Copacabana,-22.96038,-43.17372,Entire home/apt,657,2,2,2022-09-16,0.55,1,241,2
784798816581009420,Leblon Luxo Apartamento Inteiro,491910985,Licia,Leblon,-22.9857184,-43.2339371,Entire home/apt,3509,4,0,,,1,348,0
47943201,"Diversão, turismo e conforto é em Ipanema",386420902,Wagner,Ipanema,-22.98091,-43.19814,Entire home/apt,1300,4,0,,,1,80,0
783267737701368911,apartamento em Lapa!,6355551,Francisco,Centro,-22.91002,-43.18359,Entire home/apt,232,3,0,,,2,263,0
38267361,Não está alugando,280937280,Marisa,Flamengo,-22.93019,-43.17555,Private room,500,1,17,2020-02-25,0.42,1,90,0
753623550024404968,Apartamento pronto para morar,486077889,Marcus,Gávea,-22.977181,-43.232671,Entire home/apt,600,1,0,,,1,171,0
3147066,"IpaView 2BD + View, Ipanema Beach",4399830,Bruno,Ipanema,-22.98113,-43.19848,Entire home/apt,1403,2,307,2022-12-21,2.94,1,334,31
787181553716310468,"Flat frente mar, posto 4 Barra",492309121,Thatiane,Barra da Tijuca,-23.01004,-43.32728,Entire home/apt,1025,1,0,,,1,223,0
53739818,Apt Carnaval Rio de Janeiro com crianças,47732200,Felipe,Jacarepaguá,-22.96574,-43.38343,Entire home/apt,800,1,0,,,1,362,0
678943438064821908,Quarto pequeno e aconchegante em Copacabana,83390985,Kuca,Copacabana,-22.9652514,-43.1783995,Private room,200,7,0,,,2,64,0
687818632905904296,"Recreio Parque Olímpico 
Próx ao Rio Centro Barra",272752257,Felipe,Recreio dos Bandeirantes,-23.01647,-43.48331,Entire home/apt,1293,3,4,2022-11-14,1.03,7,62,4
41229726,"Super flat, mediterrâneo , melhor ponto barra",312526846,Rodrigo,Barra da Tijuca,-23.00577,-43.34078,Entire home/apt,1267,4,1,2022-09-11,0.27,6,357,1
687559765766507167,"Cobertura Barra da Tijuca, próxima ao Rock In Rio.",83544770,Alberto,Jacarepaguá,-22.97299,-43.38182,Entire home/apt,1500,1,1,2022-09-05,0.26,1,358,1
43851003,Ipanema Sunset Apartment,348293564,Juliana,Ipanema,-22.98103,-43.19816,Entire home/apt,782,1,18,2022-11-16,0.7,16,77,6
623182395777522700,Apartamento próximo ao Parque Olímpico (RIR),43133633,Carlos,Jacarepaguá,-22.97117,-43.39006,Entire home/apt,3000,1,2,2022-09-12,0.54,1,363,2
53733044,"todo conforto, quadra da praia Leblon",435193119,Heloisa,Leblon,-22.98485,-43.21661,Entire home/apt,920,3,5,2022-09-14,0.41,1,350,5
13129278,Charming Penthouse,37273242,André,Barra da Tijuca,-23.01887,-43.44984,Entire home/apt,585,25,29,2020-11-03,0.37,2,80,0
791178983396154496,anyLife Smart Centro RJ 1207A,325956962,AnyLife,Centro,-22.910036692672534,-43.17682399311333,Entire home/apt,343,1,0,,,18,361,0
715958130113079469,Maravilhosa Casa na ponta do Joá,149407,Ricardo,Joá,-23.01587,-43.2944063,Entire home/apt,14000,1,0,,,11,365,0
615020619008956311,Encantador Apto frente mar de Copacabana,64294308,Terezinha,Copacabana,-22.981527,-43.189816,Entire home/apt,2607,7,0,,,6,365,0
37018000,Quarto moderno em apt vintage,6668899,Paulo Marcos,Glória,-22.92259,-43.17334,Private room,150,15,7,2022-12-13,0.27,7,316,3
776242383232510490,Super house Copacabana,59985744,Fil,Copacabana,-22.96768,-43.1917,Entire home/apt,1857,3,0,,,1,353,0
38689444,Quarto disponível para o Rock um Rio,120878830,Lara,Jacarepaguá,-22.97171,-43.3938,Private room,380,1,8,2022-09-11,0.2,1,269,3
594759210240916198,Pax 501 - Flat confortavel com estacionamento,203022450,Ronaldo,Ipanema,-22.98202,-43.20475,Entire home/apt,2500,5,0,,,5,56,0
2924321,Rio Room 10min from Downtown,14932011,Newton,Flamengo,-22.93424224853516,-43.17669677734375,Private room,600,2,2,2022-09-04,0.02,3,364,1
37905870,Venit Barra Hotel - Venit Standard Twin,285302898,Venit,Barra da Tijuca,-22.97324,-43.39169,Hotel room,979,1,1,2022-08-07,0.21,3,319,1
51167272,Apartamento pé na areia em condomínio encantador,157749807,Ana,Recreio dos Bandeirantes,-23.03223,-43.48562,Entire home/apt,1103,2,19,2022-11-01,1.1,1,317,8
16997576,"Apartamento Ipanema, vista pra praia e Cristo R",113877545,Luiz,Ipanema,-22.98362,-43.20392,Entire home/apt,1200,31,0,,,1,90,0
659532231331416653,RJ Linda Cobertura duplex na Lagoa,302209040,Vinicius,Lagoa,-22.96043,-43.20172,Entire home/apt,3900,1,0,,,2,365,0
772446518218809739,LuxoBrasil #RJ59 Cobertura Duplex Vista Mar Aluguel Temporada,70646886,LuxoBrasil,Ipanema,-22.98065,-43.20127,Entire home/apt,15000,1,0,,,32,364,0
771803207446768906,Aluguel para o Reveillon,428140227,Christiane,Flamengo,-22.93362,-43.17798,Shared room,304,5,0,,,2,48,0
51613711,Amplo quarto e sala c/belíssima vista no Leblon,2919803,Felipe,Leblon,-22.97854,-43.2234,Entire home/apt,970,5,0,,,35,69,0
775153235140975392,Apartamento em Botafogo,468728146,Beneson,Botafogo,-22.9478706,-43.18296369999999,Entire home/apt,657,3,0,,,1,6,0
47937561,Loft Ipanema - 2 Quartos - Temporada,356952082,Andreza,Ipanema,-22.98406,-43.20392,Entire home/apt,1057,5,8,2022-11-14,0.35,1,242,4
749896121198503817,Lindo 2 quartos no Leblon em frente ao metrô,8303861,Carlos Eduardo,Leblon,-22.9840588,-43.2228149,Entire home/apt,1164,3,3,2022-12-12,1.96,29,301,3
762127964012296079,Apartamento com vista mar !,449260653,Daniel,Recreio dos Bandeirantes,-23.03175,-43.48169,Entire home/apt,538,2,0,,,4,163,0
9332721,condo joaquim 510,4307081,Nereu A,Ipanema,-22.9876,-43.19556,Entire home/apt,1697,1,1,2016-02-13,0.01,54,355,0
761560090639291148,"La Maison Bleue, casarão colonial na Zona Sul",292854242,Louise,Laranjeiras,-22.93422,-43.19347,Entire home/apt,1900,3,0,,,1,354,0
32121989,Suíte Rio Stay Riocentro,222108450,Tatiana,Camorim,-22.97431,-43.41528,Entire home/apt,454,2,54,2022-11-14,1.22,5,97,19
741248934756652056,Confortável Apartamento a 30m da praia do Recreio,475491380,Marcos,Recreio dos Bandeirantes,-23.03174,-43.4813,Entire home/apt,300,2,0,,,1,331,0
9872782,IPANEMA BEST LOCATION 525 Apt 608,14095160,Claudia,Ipanema,-22.98289,-43.2111,Entire home/apt,900,7,0,,,19,55,0
9148518,quiet & comfort by the beach,47634152,Solange,Leme,-22.96338,-43.17107,Entire home/apt,300,30,24,2021-02-22,0.28,1,308,0
734737389506896832,Excelente apto nos arcos da lapa.,221461122,Fernanda,Centro,-22.9129474,-43.1812563,Entire home/apt,457,2,2,2022-11-20,0.88,1,358,2
711691918338158251,Leblon Point do Rio 2qts,26005554,Serginho Rauen VizooBuzios,Leblon,-22.98516,-43.22362,Entire home/apt,1000,3,9,2022-11-25,2.48,11,356,9
49872660,Melhor localização de Ipanema.,22860550,Oliver,Ipanema,-22.98231,-43.20323,Entire home/apt,214,7,2,2022-07-09,0.32,3,126,2
668047790781199057,Vista Incrível pertinho da Olegário,153247889,Paulo,Barra da Tijuca,-23.014528565580303,-43.30983716994524,Entire home/apt,401,2,3,2022-09-12,0.77,3,211,3
770994022354144619,Aconchegante studio na lapa,489600718,Maria Sarah,Santa Teresa,-22.914553148649745,-43.18412236869335,Entire home/apt,179,1,0,,,1,335,0
752846797340185305,Quarto Lua duplo com varanda.,2125175,Eliete,Barra da Tijuca,-23.012585142830464,-43.29514911137908,Private room,495,3,0,,,6,85,0
9918325,Apt Copacabana de frente para a praia 1005,30669035,Aldomir,Leme,-22.96362,-43.16945,Entire home/apt,220,4,4,2019-01-25,0.06,8,0,0
15602866,Lugar aconchegante e confortável,100563757,Leonardo,Méier,-22.89925,-43.27638,Private room,90,1,0,,,1,363,0
700841864977961164,Casa de dois quartos  próximo ao RiR,476581046,Israela,Jacarepaguá,-22.95672,-43.37767,Entire home/apt,1543,3,0,,,1,365,0
692686767452211430,Casa agradável com piscina 15 min praia doRecreio,474832542,Elizabete,Vargem Pequena,-22.99032,-43.45499,Entire home/apt,900,1,1,2022-09-10,0.27,1,358,1
689762902527211127,Comfortable & Safe place/B.Tijuca,46737288,Denise,Barra da Tijuca,-23.00562,-43.37788,Private room,850,1,1,2022-09-11,0.27,1,363,1
51169417,Quarto com mobília,232403456,Roberto,Rio Comprido,-22.92453,-43.21259,Private room,125,1,1,2022-09-13,0.28,1,364,1
2962403,Apartment near Maracanã and Subway,15092465,Flavia,São Cristóvão,-22.90721,-43.21902,Private room,2900,1,2,2014-06-29,0.02,1,365,0
686807189047302319,Apartamento tranquilo de localização privilegiada.,81244634,Alfredo,Barra da Tijuca,-22.99673,-43.37805,Entire home/apt,434,2,9,2022-12-21,2.06,1,156,9
17778889,*PQNO LOFT NA TIJUCA* - Qualidade e Privacidade.,15568094,Allan,Tijuca,-22.92401,-43.21766,Entire home/apt,194,3,83,2022-11-14,1.19,1,330,11
2656134,MANSION IN GAVEA INSIDE THE FOREST,5016144,Roberta,Gávea,-22.97472,-43.23539,Entire home/apt,4679,2,46,2022-12-06,0.45,3,144,18
51552774,Quarto bucólico em Vargem grande,384318990,Vivian,Vargem Grande,-22.9716,-43.49038,Private room,90,1,0,,,2,361,0
694997522554315801,"Suíte Vila do Pan, perto do Rock in Rio",474950416,Ticiana,Jacarepaguá,-22.971700585263243,-43.35641641169786,Private room,400,2,2,2022-11-14,0.56,2,365,2
16837559,Cantinho  da Clo II,112076225,Clotilde,Santa Teresa,-22.9215,-43.19176,Private room,350,1,4,2020-02-26,0.09,4,365,0
695429467545327397,Casa ampla com churrasqueira e piscina - Day Use,82092777,Ursula,Barra da Tijuca,-22.99793,-43.3427,Entire home/apt,2800,1,2,2022-12-05,1.82,3,354,2
14352757,Oportunidade imperdivel olimpíadas!,87299048,Celio,Pechincha,-22.92834,-43.34638,Private room,1056,1,0,,,1,365,0
711126811677828076,Quarto em hotel - São Conrado,478194085,Ricardo,São Conrado,-22.9969,-43.2563,Private room,1400,7,0,,,1,365,0
871406,Sossego e Saúde no Jardim Botânico,4593939,Shinhabá,Jardim Botânico,-22.96654,-43.23407,Private room,528,3,0,,,1,365,0
13874531,Two-bedroom and living room apartment,81909501,Regina,Jacarepaguá,-22.96461,-43.4083,Entire home/apt,528,10,0,,,1,365,0
15001456,Quarto de solteiro com sacada,53918534,Quiá,Laranjeiras,-22.93377,-43.19249,Private room,148,1,2,2018-02-13,0.03,6,303,0
607874784408403674,Lindo apartamento a 100m da praia da Barra!,95398330,Ricardo,Barra da Tijuca,-23.006742,-43.325676,Entire home/apt,350,1,1,2022-04-24,0.12,1,90,1
22514958,Cond Lanai -Apartamento de Luxo na Barra da Tijuca,36211478,Gabriela,Barra da Tijuca,-23.01424,-43.31116,Entire home/apt,1257,5,20,2022-12-27,0.34,1,103,7
777042964427108417,Quarto confortável p casal em apto vista mar Urca,122242738,Felipe,Botafogo,-22.9522,-43.17438,Private room,318,3,0,,,2,357,0
11351275,"Leblon, praia,alto nivel.",59445879,Carlos,Leblon,-22.98683,-43.23101,Entire home/apt,1067,15,0,,,1,365,0
54227584,21Flat com vista a praia na Barra.,315740743,Maicon,Barra da Tijuca,-23.00561,-43.34199,Private room,583,3,4,2022-10-25,0.39,20,90,4
791180851750382247,Vista deslumbrante,238604267,Claudia,Barra da Tijuca,-23.00826371661174,-43.34449168762081,Entire home/apt,957,4,0,,,18,365,0
735471039809809334,Aconchegante Cobertura,15811328,Silvia,Recreio dos Bandeirantes,-23.00585375358593,-43.441410617307405,Entire home/apt,560,5,0,,,1,86,0
35535194,Nice bedroom with back garden and hammock,13751132,Ludmila,Santa Teresa,-22.92838,-43.19458,Private room,100,2,13,2021-01-29,0.3,2,353,0
786441593771259567,Quarto simples,248645237,Janaina,Centro,-22.89914154162535,-43.18122554303189,Shared room,400,1,0,,,3,365,0
740075556499222495,Quarto próximo a rede Globo,476812800,Lucas,Jacarepaguá,-22.96423,-43.40502,Private room,500,1,1,2022-11-05,0.55,1,365,1
14731406,Aluga-se quarto em casa vila,85985700,Vania,Botafogo,-22.955046,-43.182224,Private room,70,1,2,2022-12-11,0.55,3,343,2
581765367464228862,Casa na praia do Recreio Rj.,47584281,Renato,Recreio dos Bandeirantes,-23.0064,-43.49237,Entire home/apt,999,1,0,,,118,363,0
39137681,Alugo Quarto no Reserva da praia,300199107,Everton,Vargem Pequena,-22.98467,-43.46372,Shared room,280,1,0,,,1,179,0
759881224028026680,Lindo apartamento com vista privilegiada e piscina,107117435,Laury,Barra da Tijuca,-23.00099,-43.39392,Entire home/apt,700,5,0,,,1,360,0
724024660405847074,apartamento aconchegante e bem localizado,480999055,Marcele,Flamengo,-22.93991,-43.17288,Entire home/apt,210,2,0,,,1,242,0
649052950468551361,Apartamento em lugar bucólico no coração do Leblon,84579090,Leonardo,Leblon,-22.979938,-43.2205372,Entire home/apt,829,2,3,2022-12-11,0.77,1,354,3
791156305545206952,Apartamento silencioso,395763367,Edwaldo Silva,Recreio dos Bandeirantes,-23.0200405,-43.4665892,Private room,280,1,0,,,1,364,0
52170068,Casa em condomínio fechado/Praia a pé,167247194,Katia,Barra da Tijuca,-23.00694,-43.32018,Entire home/apt,1593,3,11,2022-07-31,1.06,1,303,11
706327293950425109,Compartilhado Misto 2 pessoas,477415028,Rio 222,Laranjeiras,-22.93452,-43.18583,Shared room,159,1,0,,,7,57,0
46937099,RECANTO JARDIM BOTÂNICO,107792699,Carlos Cruz,Humaitá,-22.95889,-43.2035,Entire home/apt,15000,2,0,,,2,365,0
748978648830471163,Apto Barrashopping,16064460,Rômulo,Barra da Tijuca,-23.003200224177817,-43.35134849144512,Entire home/apt,680,2,0,,,18,364,0
2897580,HUGE HOUSE - 1 up to 7 people,14809534,Rafael,Santa Teresa,-22.93971,-43.19878,Private room,440,3,1,2018-01-30,0.02,1,364,0
16929156,"Spacious / quiet apartment, next to Flamengo Beach",113090579,Mônica,Flamengo,-22.93225,-43.17659,Entire home/apt,237,2,42,2022-12-01,0.59,1,32,11
783854302441597118,Apto perto do Pão de Açúcar,13530643,Marcia,Botafogo,-22.9555,-43.17486,Entire home/apt,240,1,0,,,1,355,0
22766250,Room at Chez Georges,111165788,Letícia,Santa Teresa,-22.92297,-43.18531,Private room,1200,2,14,2022-04-13,0.24,8,344,5
42167916,Lindo quarto no coração de Botafogo.,249003418,Paulo Henrique,Botafogo,-22.94931,-43.18994,Private room,856,3,0,,,11,365,0
784257253011689358,CopaHostel,820566,Adriano,Copacabana,-22.97368,-43.19431,Private room,1120,1,0,,,5,365,0
14260416,APTO COM LAZER E SERV. EM FRENTE A PRAIA DA BARRA,86863878,Jorge,Barra da Tijuca,-23.01074,-43.32246,Entire home/apt,1500,20,0,,,1,363,0
31287924,ROCK IN RJ -PARK OLÍMPICO-ARENA JEUNESSE 10,47584281,Renato,Barra da Tijuca,-23.00903,-43.43234,Entire home/apt,550,1,6,2020-01-19,0.13,118,361,0
689765597876490315,In Rio - aconchegante e prático.,47584281,Renato,Jacarepaguá,-22.97187,-43.41419,Entire home/apt,700,1,0,,,118,365,0
671084965652720611,"Double room in laranjeiras, Rio de Janeiro!",291849270,Livia,Laranjeiras,-22.93763782229457,-43.18321041762829,Private room,226,2,1,2022-11-14,0.65,3,5,1
53495480,"Vem viver o verão carioca!
Rio!
Coração do Brasil",5748001,Evelyne,Botafogo,-22.95471,-43.17962,Entire home/apt,300,7,2,2022-02-02,0.16,2,66,1
47952551,Urq101| Compact studio in Leblon,1982737,Estadia,Leblon,-22.98077964782715,-43.22499847412109,Entire home/apt,1200,1,5,2022-09-12,0.43,107,262,5
777667,Extremely Calm 2B-Apt in Copacabana,2535917,Nathalie,Copacabana,-22.96667,-43.19185,Entire home/apt,601,4,0,,,2,236,0
23148356,Alugo apartamento para temporadas,172049435,Rosangela,Catete,-22.92479,-43.18141,Entire home/apt,379,3,8,2022-11-16,0.14,1,94,1
8541063,Single room in Lapa,44964787,José,Centro,-22.91592,-43.1776,Shared room,120,10,0,,,1,364,0
46713068,Guilherme my house,61571618,Cesar,Centro,-22.9116,-43.17709,Entire home/apt,269,11,10,2022-12-17,0.46,5,222,8
52962417,Apartamento aconchegante em Botafogo,93007085,Leonardo,Botafogo,-22.94332,-43.18607,Entire home/apt,657,3,9,2022-12-02,0.75,1,112,9
29927878,MY BENETTI 106’,32429803,Milton,Glória,-22.91911,-43.16877,Entire home/apt,45000,1,1,2022-05-15,0.13,7,362,1
18023097,CARNAVAL É AQUI NO RIO DE JANEIRO .,78153469,Cristiane,Copacabana,-22.96322,-43.17972,Entire home/apt,300,10,1,2018-02-17,0.02,1,350,0
573163971634593902,Quarto mobiliado em apartamento aconchegante,429061660,Tom,Humaitá,-22.95879,-43.19986,Private room,110,1,0,,,1,361,0
10804021,Cozy 1 bedroom apartment Humaita,36087102,Helena,Humaitá,-22.95428,-43.19832,Entire home/apt,400,4,0,,,1,355,0
146402,Suite in a beautiful house-Lagoa/RJ,713797,Rosalia,Humaitá,-22.96148,-43.20038,Private room,528,3,84,2022-11-14,0.64,2,322,3
791437731317959752,Apartamento na ilha da Gigóia,98940453,Amanda,Barra da Tijuca,-23.003401985388173,-43.308555399790215,Entire home/apt,320,1,0,,,1,364,0
763985912500283867,Suíte Inteira Próximo a Praia,401404178,Vinícius,Recreio dos Bandeirantes,-23.026980532397893,-43.47388911992312,Private room,279,1,0,,,2,359,0
53013932,Copa ocean front 3 suítes,323602412,Fernanda,Copacabana,-22.98491,-43.18957,Entire home/apt,3571,3,0,,,9,161,0
19790169,"Quartos sofisticados em Ipanema, Rio de Janeiro",139744801,Andrea,Ipanema,-22.97987,-43.19958,Private room,400,1,104,2022-11-27,2.08,2,287,30
867206,Charming and green Copacabana,3738898,Daniela,Copacabana,-22.9663,-43.18938,Entire home/apt,437,5,29,2022-04-27,0.27,1,331,5
22669630,40mm,111159118,Maria,Recreio dos Bandeirantes,-23.02409,-43.47444,Private room,120,15,0,,,1,180,0
2599345,Apartamento 3 quartos no leblon,12234661,Edna,Leblon,-22.97833,-43.21897,Entire home/apt,1000,3,3,2022-09-12,0.03,3,322,1
38191215,Quarto privativo família - 5 min do metrô,32168832,Marcus,Botafogo,-22.95405,-43.18346,Private room,972,1,34,2022-07-24,0.84,9,61,7
2141524,OLIMPÍADAS COM O MÁXIMO DE CONFORTO,10929059,Ylem,Recreio dos Bandeirantes,-23.02383,-43.48753,Entire home/apt,2639,1,0,,,1,365,0
20864193,2 QUARTOS c/ GARAGEM e Segurança 24h Wi-Fi 115mb/s,83831825,Mi Casa Su Casa,Camorim,-22.9793,-43.41674,Entire home/apt,1995,3,50,2022-11-19,0.8,8,314,14
14185545,Condomínio fechado Ecolife Recreio,85965423,Severino,Recreio dos Bandeirantes,-23.01174,-43.47169,Entire home/apt,600,7,0,,,1,363,0
48927741,Room 4 at Chez Georges,111165788,Letícia,Santa Teresa,-22.92121,-43.18542,Private room,2229,3,0,,,8,365,0
747778783968644122,"Quarto ""descolado"" em Santa Teresa.",474500684,Davy,Santa Teresa,-22.91813,-43.18605,Private room,120,2,0,,,6,357,0
26222118,OTIMO NOSSA SENHORA COPACABANA,193136508,Pereira,Copacabana,-22.96699,-43.1787,Entire home/apt,139,6,0,,,2,2,0
53738636,Vista espetacular e indevassável do pão de açúcar,435235255,Jose Carlos Luciano Santos,Botafogo,-22.94179,-43.17966,Entire home/apt,286,3,14,2022-11-20,1.15,1,245,14
45515234,Rio Stay Residence - Flat lindo aconchegante,368432908,Clemilda,Camorim,-22.97609,-43.4134,Entire home/apt,300,2,2,2022-08-23,0.18,2,357,2
757286560392391556,Lindo Flat Hotel Mediterraneo - Barra Da Tijuca,487033358,Ruda,Barra da Tijuca,-23.00552,-43.34057,Entire home/apt,214,2,2,2022-12-11,2.0,2,309,2
654296,Double Suite,2007018,Ana Lucia,Barra da Tijuca,-23.00903,-43.34073,Private room,600,2,7,2022-09-11,0.06,4,298,1
51468893,LEBLON ACEROLA NOVO,11782291,Lucas,Leblon,-22.9843,-43.23084,Entire home/apt,800,2,1,2022-11-15,0.67,12,139,1
696477676199533575,"Apartamento Recreio, Rio de Janeiro",475682634,Tatiana,Recreio dos Bandeirantes,-23.01829,-43.47966,Entire home/apt,386,2,3,2022-11-14,0.81,1,75,3
50995160,"Praia de Botafogo , confortável e silencioso",172482654,Evilene,Botafogo,-22.94601,-43.18257,Entire home/apt,186,15,8,2022-12-11,0.79,13,31,8
711512473559264901,Apartamento 5min da Praia de Ipanema,478696478,Priscila,Ipanema,-22.98548,-43.20319,Entire home/apt,900,5,0,,,1,358,0
791173350917580232,anyLife Smart Centro RJ 1006A,325956962,AnyLife,Centro,-22.90853918967395,-43.17847684721714,Entire home/apt,502,1,0,,,18,361,0
700158749136900412,Quarto no Rosa Maior,16064460,Rômulo,Barra da Tijuca,-23.00422,-43.35175,Private room,446,4,1,2022-11-14,0.65,18,358,1
41913121,APARTAMENTO EM FRENTE A PRAIA POSTO 9 DO RECREIO,331406965,Ana Lucia Da,Recreio dos Bandeirantes,-23.02221,-43.44952,Entire home/apt,914,1,39,2022-09-11,1.13,1,158,10
2323295,COPACABANA BEACH,11782291,Lucas,Copacabana,-22.9664,-43.1761,Entire home/apt,574,4,61,2022-12-12,0.59,12,143,24
689003052336222057,Rock in Rio,103144343,Susana,Camorim,-22.97852,-43.41501,Entire home/apt,1000,1,3,2022-09-12,0.76,1,365,3
53766715,Loft Totalmente Reformado no Leblon,146347544,Frédéric,Leblon,-22.98392,-43.22483,Entire home/apt,1450,7,1,2022-01-08,0.08,18,34,1
14100945,"Apto Mobiliado Olimpíadas, Cidade Jardim, Barra",29896922,Raquel,Jacarepaguá,-22.96666,-43.38424,Entire home/apt,615,30,0,,,1,88,0
787249861884418232,Apartamento centro do Rio,349544628,Ramon,Centro,-22.907612943367507,-43.18224985823338,Entire home/apt,377,2,0,,,1,337,0
695129119430183573,Anúncio Fora do Ar por tempo Indeterminado,443287440,Henrique,Jacarepaguá,-22.97168,-43.39471,Entire home/apt,1567,55,0,,,1,329,0
21907923,Cobertura Jardim Botânico,55673192,Marcelo,Jardim Botânico,-22.96061,-43.20727,Entire home/apt,1214,2,21,2022-11-13,0.35,1,161,5
707226389878211654,"Apartamento novo, próximo a praia e ao metro.",77410017,Felippe,Leblon,-22.98415,-43.22253,Entire home/apt,2000,3,1,2022-09-10,0.27,1,358,1
749179683904499172,Apto João Lira Leblon com Garagem e Piscina,459544,Cristina,Leblon,-22.98514,-43.22129,Entire home/apt,2050,5,0,,,52,22,0
781885436486558096,Apto Aterro do Flamengo,82037659,Mariana,Flamengo,-22.928199,-43.1753766,Entire home/apt,200,1,0,,,1,42,0
747583010203782067,Espetáculo de vista na Orla da Barra da Tijuca,4005407,Erika,Barra da Tijuca,-23.0141761,-43.2988663,Entire home/apt,829,3,2,2022-11-15,1.28,29,352,2
791182852246038596,,325956962,AnyLife,Centro,-22.91059,-43.17828,Entire home/apt,429,1,0,,,18,365,0
53667075,Suíte em Ipanema a 500 metros da Praia,106245642,Matheus,Ipanema,-22.98759,-43.19366,Private room,1800,3,0,,,2,363,0
17449701,"quarto inteiro,. barra da tijuca.",17037327,Soeli,Barra da Tijuca,-22.974,-43.39327,Private room,454,1,13,2022-11-13,0.2,1,365,3
13712592,"Luxo no Leblon, varandão, vista mar, quadra praia.",80083203,Maria Isabel,Leblon,-22.98679,-43.21987,Private room,1226,2,0,,,1,83,0
52238481,Apartamento no coração do Leblon,406013064,Marlen,Leblon,-22.98531,-43.22373,Entire home/apt,1643,2,1,2021-10-11,0.07,5,357,0
2671491,Temporada para COPA 2014,13674980,Alice,Catete,-22.92718,-43.17799,Entire home/apt,1500,1,0,,,1,365,0
2014169,Beautiful and large apartment in Leme!,10361048,Marcela,Leme,-22.96141,-43.16857,Entire home/apt,943,5,19,2022-04-25,0.18,1,58,3
46900428,Copa Charmoso 2 quartos 8 pessoas,37238144,Rafaele Bispo,Copacabana,-22.98038,-43.18963,Entire home/apt,866,5,37,2022-12-26,1.61,17,103,24
47900585,Studio a 5 minutos da Praia de Copacabana ㅤ,365760452,Rosi,Copacabana,-22.96965,-43.18941,Entire home/apt,140,3,0,,,11,16,0
570230681883845137,Brazil Houses - Visconde 201_2quartos,10507162,Mauricio,Ipanema,-22.98576,-43.20188,Entire home/apt,1490,28,1,2022-04-06,0.11,21,14,1
726141482062400993,Copacabana pé na  areia da praia 4 pessoas ou +,22085127,Davimar,Copacabana,-22.9837,-43.19026,Entire home/apt,1577,3,0,,,6,362,0
725993436119505587,Copa 316,323602412,Fernanda,Copacabana,-22.96633,-43.18255,Entire home/apt,1000,3,0,,,9,350,0
47918395,"Line Rio: Moderno1Qto a 5 min da Praia de Copacabana e do Leme, Design Elegante Com Smart Tv (LM01-198T)",79121205,Jefferson,Leme,-22.96257,-43.16965,Entire home/apt,691,1,7,2022-12-08,0.3,1,32,2
786126273599335168,Apartamento na frente do mar,155819967,Carolina,Copacabana,-22.9824024,-43.1902727,Entire home/apt,639,5,0,,,12,343,0
705314253904475215,Copacabana Aluga-se Quarto Para Temporada,387761453,Rafael,Copacabana,-22.97368,-43.19151,Private room,190,1,1,2022-09-10,0.27,6,352,1
670021753338105985,Quarto tranquilo em casa bem localizada,151508372,Luisa,Santa Teresa,-22.92219,-43.18072,Private room,110,1,4,2022-09-12,0.77,3,205,4
12248031,Quarto no Leblon a 300 m da praia,14608337,Ricardo,Leblon,-22.98305,-43.22268,Private room,1053,1,0,,,1,365,0
2367996,STUDIO  VERY CHARMING IN LEBLON,22123293,Beatriz,Leblon,-22.98648,-43.22838,Entire home/apt,833,4,4,2022-11-16,0.08,3,92,2
550535832323414107,"Cozy Studio 103, próximo à Lapa, garagem opcional",2464378,Sandra Maria,Santa Teresa,-22.915693,-43.190208,Entire home/apt,234,13,5,2022-12-20,0.69,4,105,5
9493577,Rio Experience | 3 min from Beach | Great location,49194316,Cristian,Copacabana,-22.9772,-43.18984,Entire home/apt,1357,3,142,2022-12-26,3.67,4,59,48
13822764,Lazer e segurança para as olimpíadas,81450615,Thiago,Jacarepaguá,-22.96719,-43.38754,Entire home/apt,1000,10,0,,,1,89,0
781587823439483191,Quarto inteiro no Leme,34574274,Jasmin,Leme,-22.96181,-43.17076,Private room,281,3,0,,,1,170,0
672647761612354765,"Apartamento em Santa Teresa, 1 quarto.",469882450,Santos,Santa Teresa,-22.91539,-43.18062,Entire home/apt,220,5,1,2022-09-11,0.27,1,292,1
39649881,6 bedroom at Ipanema beach - Ocean view,221597210,Marcilene,Ipanema,-22.98702,-43.19533,Entire home/apt,3000,2,1,2020-02-24,0.03,7,0,0
